asset_id,provider,esg_z,esg_percentile,esg_normalized,dt
GOOGL,demo,0.5496035236086817,0.8,0.6722585924713589,2026-01-27
AMZN,demo,0.1591684974072087,0.6,0.5335515548281511,2026-01-27
TSLA,demo,-1.3426818688663043,0.17,5.521893046178737e-16,2026-01-27
AAPL,demo,-0.8382259943051087,0.36666666666666664,0.1792144026186586,2026-01-27
MSFT,demo,1.4721358421555233,0.9333333333333333,0.9999999999999999,2026-01-27
GOOGL,demo,0.5496035236086816,0.7333333333333333,0.6722585924713589,2026-01-27
AMZN,demo,0.15916849740720868,0.5333333333333333,0.5335515548281511,2026-01-27
TSLA,demo,-1.342681868866304,0.16666666666666666,6.310734909918557e-16,2026-01-27
AAPL,demo,-0.8382259943051087,0.38333333333333336,0.1792144026186586,2026-01-27
MSFT,demo,1.4721358421555233,0.95,0.9999999999999999,2026-01-27
GOOGL,demo,0.5496035236086816,0.75,0.6722585924713589,2026-01-27
AMZN,demo,0.15916849740720868,0.55,0.5335515548281511,2026-01-27
TSLA,demo,-1.342681868866304,0.18333333333333332,6.310734909918557e-16,2026-01-27
AAPL,demo,-0.8382259943051087,0.4,0.1792144026186586,2026-01-27
MSFT,demo,1.4721358421555233,0.9666666666666667,0.9999999999999999,2026-01-27
GOOGL,demo,0.5496035236086816,0.7666666666666667,0.6722585924713589,2026-01-27
AMZN,demo,0.15916849740720868,0.5666666666666667,0.5335515548281511,2026-01-27
TSLA,demo,-1.342681868866304,0.2,6.310734909918557e-16,2026-01-27
AAPL,demo,-0.8382259943051089,0.3333333333333333,0.1792144026186585,2026-01-27
MSFT,demo,1.4721358421555237,0.9833333333333333,1.0,2026-01-27
GOOGL,demo,0.5496035236086817,0.7833333333333333,0.6722585924713589,2026-01-27
AMZN,demo,0.1591684974072087,0.5833333333333334,0.5335515548281511,2026-01-27
TSLA,demo,-1.3426818688663043,0.13333333333333333,5.521893046178737e-16,2026-01-27
AAPL,demo,-0.8382259943051089,0.35,0.1792144026186585,2026-01-27
MSFT,demo,1.4721358421555237,1.0,1.0,2026-01-27
GOOGL,demo,0.5496035236086817,0.8,0.6722585924713589,2026-01-27
AMZN,demo,0.1591684974072087,0.6,0.5335515548281511,2026-01-27
TSLA,demo,-1.3426818688663043,0.15,5.521893046178737e-16,2026-01-27
AAPL,demo,-0.8382259943051106,0.21666666666666667,0.1792144026186579,2026-01-27
MSFT,demo,1.472135842155522,0.8166666666666667,0.9999999999999993,2026-01-27
GOOGL,demo,0.54960352360868,0.6166666666666667,0.6722585924713583,2026-01-27
AMZN,demo,0.15916849740720707,0.4166666666666667,0.5335515548281505,2026-01-27
TSLA,demo,-1.3426818688663058,0.016666666666666666,0.0,2026-01-27
AAPL,demo,-0.8382259943051106,0.23333333333333334,0.1792144026186579,2026-01-27
MSFT,demo,1.472135842155522,0.8333333333333334,0.9999999999999993,2026-01-27
GOOGL,demo,0.54960352360868,0.6333333333333333,0.6722585924713583,2026-01-27
AMZN,demo,0.15916849740720707,0.43333333333333335,0.5335515548281505,2026-01-27
TSLA,demo,-1.3426818688663058,0.03333333333333333,0.0,2026-01-27
AAPL,demo,-0.8382259943051106,0.25,0.1792144026186579,2026-01-27
MSFT,demo,1.472135842155522,0.85,0.9999999999999993,2026-01-27
GOOGL,demo,0.54960352360868,0.65,0.6722585924713583,2026-01-27
AMZN,demo,0.15916849740720707,0.45,0.5335515548281505,2026-01-27
TSLA,demo,-1.3426818688663058,0.05,0.0,2026-01-27
AAPL,demo,-0.8382259943051106,0.26666666666666666,0.1792144026186579,2026-01-27
MSFT,demo,1.472135842155522,0.8666666666666667,0.9999999999999993,2026-01-27
GOOGL,demo,0.54960352360868,0.6666666666666666,0.6722585924713583,2026-01-27
AMZN,demo,0.15916849740720707,0.4666666666666667,0.5335515548281505,2026-01-27
TSLA,demo,-1.3426818688663058,0.06666666666666667,0.0,2026-01-27
AAPL,demo,-0.8382259943051106,0.2833333333333333,0.1792144026186579,2026-01-27
MSFT,demo,1.472135842155522,0.8833333333333333,0.9999999999999993,2026-01-27
GOOGL,demo,0.54960352360868,0.6833333333333333,0.6722585924713583,2026-01-27
AMZN,demo,0.15916849740720707,0.48333333333333334,0.5335515548281505,2026-01-27
TSLA,demo,-1.3426818688663058,0.08333333333333333,0.0,2026-01-27
AAPL,demo,-0.8382259943051106,0.3,0.1792144026186579,2026-01-27
MSFT,demo,1.472135842155522,0.9,0.9999999999999993,2026-01-27
GOOGL,demo,0.54960352360868,0.7,0.6722585924713583,2026-01-27
AMZN,demo,0.15916849740720707,0.5,0.5335515548281505,2026-01-27
TSLA,demo,-1.3426818688663058,0.1,0.0,2026-01-27
AAPL,demo,-0.8382259943051106,0.31666666666666665,0.1792144026186579,2026-01-27
MSFT,demo,1.472135842155522,0.9166666666666666,0.9999999999999993,2026-01-27
GOOGL,demo,0.54960352360868,0.7166666666666667,0.6722585924713583,2026-01-27
AMZN,demo,0.15916849740720707,0.5166666666666667,0.5335515548281505,2026-01-27
TSLA,demo,-1.3426818688663058,0.11666666666666667,0.0,2026-01-27
