date,ticker,asset_id,adj_open,adj_close,volume
2023-10-17,AAPL,AAPL,174.77,175.26,57549400
2023-10-18,AAPL,AAPL,173.71,173.97,54764400
2023-10-19,AAPL,AAPL,174.16,173.59,59302900
2023-10-20,AAPL,AAPL,173.44,171.04,64244000
2023-10-23,AAPL,AAPL,169.09,171.16,55980100
2023-10-24,AAPL,AAPL,171.21,171.59,43816600
2023-10-25,AAPL,AAPL,170.05,169.28,57157000
2023-10-26,AAPL,AAPL,168.55,165.11,70625300
2023-10-27,AAPL,AAPL,165.13,166.43,58499100
2023-10-30,AAPL,AAPL,167.22,168.47,51131000
2023-10-31,AAPL,AAPL,167.54,168.95,44846000
2023-11-01,AAPL,AAPL,169.18,172.12,56934900
2023-11-02,AAPL,AAPL,173.65,175.68,77334800
2023-11-03,AAPL,AAPL,172.38,174.77,79829200
2023-11-06,AAPL,AAPL,174.5,177.32,63841300
2023-11-07,AAPL,AAPL,177.27,179.88,70530000
2023-11-08,AAPL,AAPL,180.41,180.94,49340300
2023-11-09,AAPL,AAPL,181.01,180.47,53763500
2023-11-10,AAPL,AAPL,182.25,184.66,66133400
2023-11-13,AAPL,AAPL,184.08,183.07,43627500
2023-11-14,AAPL,AAPL,185.94,185.69,60108400
2023-11-15,AAPL,AAPL,186.09,186.25,53790500
2023-11-16,AAPL,AAPL,187.8,187.94,54412900
2023-11-17,AAPL,AAPL,188.47,187.92,50922700
2023-11-20,AAPL,AAPL,188.11,189.66,46505100
2023-11-21,AAPL,AAPL,189.62,188.86,38134500
2023-11-22,AAPL,AAPL,189.7,189.52,39617700
2023-11-24,AAPL,AAPL,189.08,188.19,24048300
2023-11-27,AAPL,AAPL,188.14,188.01,40552600
2023-11-28,AAPL,AAPL,188.0,188.62,38415400
2023-11-29,AAPL,AAPL,189.11,187.6,43014200
2023-11-30,AAPL,AAPL,188.06,188.17,48794400
2023-12-01,AAPL,AAPL,188.55,189.45,45704800
2023-12-04,AAPL,AAPL,188.2,187.66,43389500
2023-12-05,AAPL,AAPL,188.43,191.61,66628400
2023-12-06,AAPL,AAPL,192.63,190.52,41089700
2023-12-07,AAPL,AAPL,191.82,192.45,47477700
2023-12-08,AAPL,AAPL,192.38,193.88,53406400
2023-12-11,AAPL,AAPL,191.3,191.37,60943700
2023-12-12,AAPL,AAPL,191.27,192.89,52696900
2023-12-13,AAPL,AAPL,193.26,196.11,70404200
2023-12-14,AAPL,AAPL,196.17,196.26,66831600
2023-12-15,AAPL,AAPL,195.68,195.72,128538400
2023-12-18,AAPL,AAPL,194.26,194.06,55751900
2023-12-19,AAPL,AAPL,194.32,195.1,40714100
2023-12-20,AAPL,AAPL,195.06,193.01,52242800
2023-12-21,AAPL,AAPL,194.27,192.86,46482500
2023-12-22,AAPL,AAPL,193.35,191.79,37149600
2023-12-26,AAPL,AAPL,191.8,191.24,28919300
2023-12-27,AAPL,AAPL,190.69,191.34,48087700
2023-12-28,AAPL,AAPL,192.32,191.77,34049900
2023-12-29,AAPL,AAPL,192.09,190.73,42672100
2024-01-02,AAPL,AAPL,185.4,183.9,82488700
2024-01-03,AAPL,AAPL,182.5,182.53,58414500
2024-01-04,AAPL,AAPL,180.45,180.21,71983600
2024-01-05,AAPL,AAPL,180.29,179.48,62379700
2024-01-08,AAPL,AAPL,180.39,183.82,59144500
2024-01-09,AAPL,AAPL,182.2,183.41,42841800
2024-01-10,AAPL,AAPL,182.63,184.45,46792900
2024-01-11,AAPL,AAPL,184.79,183.85,49128400
2024-01-12,AAPL,AAPL,184.32,184.18,40477800
2024-01-16,AAPL,AAPL,180.46,181.91,65603000
2024-01-17,AAPL,AAPL,179.57,180.97,47317400
2024-01-18,AAPL,AAPL,184.35,186.87,78005800
2024-01-19,AAPL,AAPL,187.56,189.77,68903000
2024-01-22,AAPL,AAPL,190.5,192.08,60133900
2024-01-23,AAPL,AAPL,193.2,193.35,42355600
2024-01-24,AAPL,AAPL,193.59,192.68,53631300
2024-01-25,AAPL,AAPL,193.39,192.35,54822100
2024-01-26,AAPL,AAPL,192.45,190.62,44594000
2024-01-29,AAPL,AAPL,190.21,189.94,47145600
2024-01-30,AAPL,AAPL,189.15,186.28,55859400
2024-01-31,AAPL,AAPL,185.29,182.67,55467800
2024-02-01,AAPL,AAPL,182.27,185.11,64885400
2024-02-02,AAPL,AAPL,178.18,184.11,102551700
2024-02-05,AAPL,AAPL,186.39,185.92,69668800
2024-02-06,AAPL,AAPL,185.11,187.53,43490800
2024-02-07,AAPL,AAPL,188.86,187.64,53439000
2024-02-08,AAPL,AAPL,187.62,186.56,40962000
2024-02-09,AAPL,AAPL,187.12,187.32,45155200
2024-02-12,AAPL,AAPL,186.9,185.64,41781900
2024-02-13,AAPL,AAPL,184.27,183.54,56529500
2024-02-14,AAPL,AAPL,183.82,182.66,54630500
2024-02-15,AAPL,AAPL,182.06,182.37,65434500
2024-02-16,AAPL,AAPL,181.94,180.83,49752500
2024-02-20,AAPL,AAPL,180.32,180.09,53665600
2024-02-21,AAPL,AAPL,180.47,180.84,41371400
2024-02-22,AAPL,AAPL,182.0,182.88,52292200
2024-02-23,AAPL,AAPL,183.51,181.04,45119700
2024-02-26,AAPL,AAPL,180.77,179.69,40867400
2024-02-27,AAPL,AAPL,179.63,181.15,54318900
2024-02-28,AAPL,AAPL,181.03,179.95,48953900
2024-02-29,AAPL,AAPL,179.8,179.29,136682600
2024-03-01,AAPL,AAPL,178.1,178.21,73563100
2024-03-04,AAPL,AAPL,174.72,173.68,81510100
2024-03-05,AAPL,AAPL,169.38,168.74,95132400
2024-03-06,AAPL,AAPL,169.68,167.75,68587700
2024-03-07,AAPL,AAPL,167.78,167.63,71765100
2024-03-08,AAPL,AAPL,167.63,169.35,76267000
2024-03-11,AAPL,AAPL,171.54,171.35,60139500
2024-03-12,AAPL,AAPL,171.75,171.83,59825400
2024-03-13,AAPL,AAPL,171.37,169.75,52488700
2024-03-14,AAPL,AAPL,171.51,171.6,72913500
2024-03-15,AAPL,AAPL,169.78,171.22,121752700
2024-03-18,AAPL,AAPL,174.15,172.31,75604200
2024-03-19,AAPL,AAPL,172.93,174.66,55215200
2024-03-20,AAPL,AAPL,174.3,177.22,53423100
2024-03-21,AAPL,AAPL,175.62,169.98,106181300
2024-03-22,AAPL,AAPL,170.37,170.89,71160100
2024-03-25,AAPL,AAPL,169.19,169.47,54288300
2024-03-26,AAPL,AAPL,168.62,168.34,57388400
2024-03-27,AAPL,AAPL,169.03,171.91,60273300
2024-03-28,AAPL,AAPL,170.36,170.09,65672700
2024-04-01,AAPL,AAPL,169.8,168.65,46240500
2024-04-02,AAPL,AAPL,167.71,167.47,49329500
2024-04-03,AAPL,AAPL,167.42,168.28,47691700
2024-04-04,AAPL,AAPL,168.91,167.45,53704400
2024-04-05,AAPL,AAPL,168.22,168.21,42104800
2024-04-08,AAPL,AAPL,167.66,167.09,37425500
2024-04-09,AAPL,AAPL,167.33,168.3,42373800
2024-04-10,AAPL,AAPL,167.43,166.42,49709300
2024-04-11,AAPL,AAPL,166.98,173.62,91070300
2024-04-12,AAPL,AAPL,172.85,175.12,101670900
2024-04-15,AAPL,AAPL,173.94,171.29,73531800
2024-04-16,AAPL,AAPL,170.36,168.01,73711200
2024-04-17,AAPL,AAPL,168.24,166.64,50901200
2024-04-18,AAPL,AAPL,166.67,165.69,43122900
2024-04-19,AAPL,AAPL,164.87,163.66,68149400
2024-04-22,AAPL,AAPL,164.18,164.5,48116400
2024-04-23,AAPL,AAPL,164.01,165.55,49537800
2024-04-24,AAPL,AAPL,165.19,167.65,48251800
2024-04-25,AAPL,AAPL,168.16,168.52,50558300
2024-04-26,AAPL,AAPL,168.51,167.93,44838400
2024-04-29,AAPL,AAPL,171.97,172.1,68169400
2024-04-30,AAPL,AAPL,171.93,168.95,65934800
2024-05-01,AAPL,AAPL,168.21,167.93,50383100
2024-05-02,AAPL,AAPL,171.11,171.63,94214900
2024-05-03,AAPL,AAPL,185.14,181.9,163224100
2024-05-06,AAPL,AAPL,180.87,180.24,78569700
2024-05-07,AAPL,AAPL,181.97,180.92,77305800
2024-05-08,AAPL,AAPL,181.37,181.26,45057100
2024-05-09,AAPL,AAPL,181.08,183.08,48983000
2024-05-10,AAPL,AAPL,183.65,181.82,50759500
2024-05-13,AAPL,AAPL,184.19,185.02,72044800
2024-05-14,AAPL,AAPL,186.25,186.17,52393600
2024-05-15,AAPL,AAPL,186.64,188.44,70400000
2024-05-16,AAPL,AAPL,189.19,188.56,52845200
2024-05-17,AAPL,AAPL,188.23,188.59,41282900
2024-05-20,AAPL,AAPL,188.05,189.75,44361300
2024-05-21,AAPL,AAPL,189.8,191.05,42309400
2024-05-22,AAPL,AAPL,190.97,189.61,34648500
2024-05-23,AAPL,AAPL,189.69,185.62,51005900
2024-05-24,AAPL,AAPL,187.55,188.7,36327000
2024-05-28,AAPL,AAPL,190.22,188.71,52280100
2024-05-29,AAPL,AAPL,188.33,189.01,53068000
2024-05-30,AAPL,AAPL,189.47,190.0,49889100
2024-05-31,AAPL,AAPL,190.15,190.95,75158300
2024-06-03,AAPL,AAPL,191.6,192.72,50080500
2024-06-04,AAPL,AAPL,193.33,193.04,47471400
2024-06-05,AAPL,AAPL,194.08,194.55,54156800
2024-06-06,AAPL,AAPL,194.37,193.17,41181800
2024-06-07,AAPL,AAPL,193.34,195.56,53103900
2024-06-10,AAPL,AAPL,195.57,191.82,97010200
2024-06-11,AAPL,AAPL,192.34,205.75,172373300
2024-06-12,AAPL,AAPL,205.97,211.63,198134300
2024-06-13,AAPL,AAPL,213.29,212.79,97862700
2024-06-14,AAPL,AAPL,212.41,211.06,70122700
2024-06-17,AAPL,AAPL,211.93,215.21,93728300
2024-06-18,AAPL,AAPL,216.12,212.84,79943300
2024-06-20,AAPL,AAPL,212.49,208.27,86172500
2024-06-21,AAPL,AAPL,208.97,206.09,241805100
2024-06-24,AAPL,AAPL,206.32,206.74,80727000
2024-06-25,AAPL,AAPL,207.74,207.66,55549700
2024-06-26,AAPL,AAPL,210.07,211.81,66213200
2024-06-27,AAPL,AAPL,213.24,212.66,49772700
2024-06-28,AAPL,AAPL,214.31,209.2,82542700
2024-07-01,AAPL,AAPL,210.66,215.29,60402900
2024-07-02,AAPL,AAPL,214.69,218.78,58046200
2024-07-03,AAPL,AAPL,218.52,220.06,37369800
2024-07-05,AAPL,AAPL,220.15,224.81,60412400
2024-07-08,AAPL,AAPL,225.56,226.28,59085900
2024-07-09,AAPL,AAPL,226.39,227.14,48076100
2024-07-10,AAPL,AAPL,227.75,231.41,62627700
2024-07-11,AAPL,AAPL,229.83,226.03,64710600
2024-07-12,AAPL,AAPL,227.38,228.98,53046500
2024-07-15,AAPL,AAPL,234.88,232.82,62631300
2024-07-16,AAPL,AAPL,233.41,233.24,43234300
2024-07-17,AAPL,AAPL,227.9,227.34,57345900
2024-07-18,AAPL,AAPL,228.73,222.67,66034600
2024-07-19,AAPL,AAPL,223.3,222.8,49151500
2024-07-22,AAPL,AAPL,225.48,222.45,48201800
2024-07-23,AAPL,AAPL,222.86,223.49,39960300
2024-07-24,AAPL,AAPL,222.49,217.07,61777600
2024-07-25,AAPL,AAPL,217.45,216.02,51391200
2024-07-26,AAPL,AAPL,217.22,216.49,41601300
2024-07-29,AAPL,AAPL,215.5,216.77,36311800
2024-07-30,AAPL,AAPL,217.71,217.32,41643800
2024-07-31,AAPL,AAPL,219.95,220.58,50036300
2024-08-01,AAPL,AAPL,222.86,216.89,62501000
2024-08-02,AAPL,AAPL,217.67,218.38,105568600
2024-08-05,AAPL,AAPL,197.75,207.86,119548600
2024-08-06,AAPL,AAPL,203.92,205.83,69660500
2024-08-07,AAPL,AAPL,205.5,208.4,63516400
2024-08-08,AAPL,AAPL,211.67,211.87,47161100
2024-08-09,AAPL,AAPL,210.67,214.78,42201600
2024-08-12,AAPL,AAPL,214.86,216.31,38028100
2024-08-13,AAPL,AAPL,217.78,220.03,44155300
2024-08-14,AAPL,AAPL,219.34,220.48,41960600
2024-08-15,AAPL,AAPL,223.34,223.46,46414000
2024-08-16,AAPL,AAPL,222.67,224.78,44340200
2024-08-19,AAPL,AAPL,224.46,224.63,40687800
2024-08-20,AAPL,AAPL,224.51,225.24,30299000
2024-08-21,AAPL,AAPL,225.25,225.13,34765500
2024-08-22,AAPL,AAPL,226.52,223.27,43695300
2024-08-23,AAPL,AAPL,224.4,225.57,38677300
2024-08-26,AAPL,AAPL,225.49,225.91,30602200
2024-08-27,AAPL,AAPL,224.74,226.75,35934600
2024-08-28,AAPL,AAPL,226.64,225.22,38052200
2024-08-29,AAPL,AAPL,228.81,228.5,51906300
2024-08-30,AAPL,AAPL,228.9,227.72,52990800
2024-09-03,AAPL,AAPL,227.27,221.52,50190600
2024-09-04,AAPL,AAPL,220.42,219.61,43840200
2024-09-05,AAPL,AAPL,220.39,221.14,36615400
2024-09-06,AAPL,AAPL,222.7,219.58,48423000
2024-09-09,AAPL,AAPL,219.58,219.67,67180000
2024-09-10,AAPL,AAPL,217.69,218.88,51591000
2024-09-11,AAPL,AAPL,220.22,221.41,44587100
2024-09-12,AAPL,AAPL,221.25,221.52,37455600
2024-09-13,AAPL,AAPL,222.33,221.25,36766600
2024-09-16,AAPL,AAPL,215.33,215.11,59357400
2024-09-17,AAPL,AAPL,214.54,215.58,45519300
2024-09-18,AAPL,AAPL,216.33,219.45,59894900
2024-09-19,AAPL,AAPL,223.73,227.59,66781300
2024-09-20,AAPL,AAPL,228.68,226.92,318679900
2024-09-23,AAPL,AAPL,226.07,225.2,54146000
2024-09-24,AAPL,AAPL,227.37,226.1,43556100
2024-09-25,AAPL,AAPL,223.67,225.1,42308700
2024-09-26,AAPL,AAPL,226.03,226.25,36636700
2024-09-27,AAPL,AAPL,227.18,226.52,34026000
2024-09-30,AAPL,AAPL,228.75,231.7,54541900
2024-10-01,AAPL,AAPL,228.24,224.94,63285000
2024-10-02,AAPL,AAPL,224.63,225.51,32880600
2024-10-03,AAPL,AAPL,223.88,224.41,34044200
2024-10-04,AAPL,AAPL,226.62,225.53,37245100
2024-10-07,AAPL,AAPL,223.24,220.45,39505400
2024-10-08,AAPL,AAPL,223.04,224.51,31855700
2024-10-09,AAPL,AAPL,223.97,228.26,33591100
2024-10-10,AAPL,AAPL,226.51,227.76,28183500
2024-10-11,AAPL,AAPL,228.02,226.28,31759200
2024-10-14,AAPL,AAPL,227.42,230.01,39882100
2024-10-15,AAPL,AAPL,232.3,232.54,64751400
2024-10-16,AAPL,AAPL,230.3,230.48,34082200
2024-10-17,AAPL,AAPL,232.12,230.85,32993800
2024-10-18,AAPL,AAPL,234.86,233.68,46431500
2024-10-21,AAPL,AAPL,233.14,235.16,36254500
2024-10-22,AAPL,AAPL,232.58,234.54,38846600
2024-10-23,AAPL,AAPL,232.77,229.47,52287000
2024-10-24,AAPL,AAPL,228.69,229.28,31109500
2024-10-25,AAPL,AAPL,228.45,230.11,38802300
2024-10-28,AAPL,AAPL,232.01,232.09,36087100
2024-10-29,AAPL,AAPL,231.8,232.36,35417200
2024-10-30,AAPL,AAPL,231.31,228.81,47070900
2024-10-31,AAPL,AAPL,228.06,224.65,64370100
2024-11-01,AAPL,AAPL,219.73,221.66,65276700
2024-11-04,AAPL,AAPL,219.75,220.77,44944500
2024-11-05,AAPL,AAPL,220.56,222.2,28111300
2024-11-06,AAPL,AAPL,221.36,221.47,54561100
2024-11-07,AAPL,AAPL,223.37,226.21,42137700
2024-11-08,AAPL,AAPL,226.15,225.94,38328800
2024-11-11,AAPL,AAPL,223.99,223.22,42005600
2024-11-12,AAPL,AAPL,223.54,223.22,40398300
2024-11-13,AAPL,AAPL,223.0,224.11,48566200
2024-11-14,AAPL,AAPL,224.01,227.19,44923900
2024-11-15,AAPL,AAPL,225.38,223.99,47923700
2024-11-18,AAPL,AAPL,224.24,226.99,44633700
2024-11-19,AAPL,AAPL,225.96,227.25,36211800
2024-11-20,AAPL,AAPL,227.03,227.97,35169600
2024-11-21,AAPL,AAPL,227.85,227.49,42108300
2024-11-22,AAPL,AAPL,227.03,228.84,38168300
2024-11-25,AAPL,AAPL,230.42,231.82,90152800
2024-11-26,AAPL,AAPL,232.28,234.0,45986200
2024-11-27,AAPL,AAPL,233.41,233.87,33498400
2024-11-29,AAPL,AAPL,233.75,236.26,28481400
2024-12-02,AAPL,AAPL,236.2,238.51,48137100
2024-12-03,AAPL,AAPL,238.73,241.56,38861000
2024-12-04,AAPL,AAPL,241.78,241.92,44383900
2024-12-05,AAPL,AAPL,242.89,241.95,40033900
2024-12-06,AAPL,AAPL,241.82,241.75,36870600
2024-12-09,AAPL,AAPL,240.74,245.64,44649200
2024-12-10,AAPL,AAPL,245.78,246.65,36914800
2024-12-11,AAPL,AAPL,246.84,245.38,45205800
2024-12-12,AAPL,AAPL,245.78,246.84,32777500
2024-12-13,AAPL,AAPL,246.7,247.01,33155300
2024-12-16,AAPL,AAPL,246.87,249.91,51694800
2024-12-17,AAPL,AAPL,248.95,252.34,51356400
2024-12-18,AAPL,AAPL,251.02,246.93,56774100
2024-12-19,AAPL,AAPL,246.39,248.67,60882300
2024-12-20,AAPL,AAPL,246.92,253.34,147495300
2024-12-23,AAPL,AAPL,253.62,254.12,40858800
2024-12-24,AAPL,AAPL,254.34,257.04,23234700
2024-12-26,AAPL,AAPL,257.03,257.85,27237100
2024-12-27,AAPL,AAPL,256.67,254.44,42355300
2024-12-30,AAPL,AAPL,251.09,251.06,35557500
2024-12-31,AAPL,AAPL,251.3,249.29,39480700
2025-01-02,AAPL,AAPL,247.81,242.75,55740700
2025-01-03,AAPL,AAPL,242.26,242.26,40244100
2025-01-06,AAPL,AAPL,243.21,243.9,45045600
2025-01-07,AAPL,AAPL,241.89,241.12,40856000
2025-01-08,AAPL,AAPL,240.83,241.61,37628900
2025-01-10,AAPL,AAPL,238.93,235.78,61710900
2025-01-13,AAPL,AAPL,232.48,233.34,49630700
2025-01-14,AAPL,AAPL,233.69,232.23,39435300
2025-01-15,AAPL,AAPL,233.58,236.8,39832000
2025-01-16,AAPL,AAPL,236.28,227.23,71759100
2025-01-17,AAPL,AAPL,231.07,228.94,68488300
2025-01-21,AAPL,AAPL,222.99,221.64,98070400
2025-01-22,AAPL,AAPL,218.8,222.82,64126500
2025-01-23,AAPL,AAPL,223.73,222.65,60234800
2025-01-24,AAPL,AAPL,223.77,221.78,54697900
2025-01-27,AAPL,AAPL,223.01,228.83,94863400
2025-01-28,AAPL,AAPL,229.81,237.19,75707600
2025-01-29,AAPL,AAPL,233.07,238.28,45486100
2025-01-30,AAPL,AAPL,237.6,236.52,55658300
2025-01-31,AAPL,AAPL,246.08,234.94,100959800
2025-02-03,AAPL,AAPL,228.95,226.98,73063300
2025-02-04,AAPL,AAPL,226.23,231.75,45067300
2025-02-05,AAPL,AAPL,227.5,231.42,39620300
2025-02-06,AAPL,AAPL,230.25,232.17,29925300
2025-02-07,AAPL,AAPL,231.55,226.61,39707200
2025-02-10,AAPL,AAPL,228.79,226.87,33115600
2025-02-11,AAPL,AAPL,227.42,231.83,53718400
2025-02-12,AAPL,AAPL,230.41,236.06,45243300
2025-02-13,AAPL,AAPL,236.1,240.71,53614100
2025-02-14,AAPL,AAPL,240.43,243.77,40896200
2025-02-18,AAPL,AAPL,243.32,243.64,48822500
2025-02-19,AAPL,AAPL,243.83,244.04,32204200
2025-02-20,AAPL,AAPL,244.11,244.99,32316900
2025-02-21,AAPL,AAPL,245.11,244.71,53197400
2025-02-24,AAPL,AAPL,244.1,246.26,51326400
2025-02-25,AAPL,AAPL,247.15,246.2,48013300
2025-02-26,AAPL,AAPL,243.5,239.54,44433600
2025-02-27,AAPL,AAPL,238.59,236.49,41153600
2025-02-28,AAPL,AAPL,236.14,241.02,56833400
2025-03-03,AAPL,AAPL,240.97,237.22,47184000
2025-03-04,AAPL,AAPL,236.9,235.13,53798100
2025-03-05,AAPL,AAPL,234.62,234.94,47227600
2025-03-06,AAPL,AAPL,233.64,234.53,45170400
2025-03-07,AAPL,AAPL,234.31,238.26,46273600
2025-03-10,AAPL,AAPL,234.74,226.7,72071200
2025-03-11,AAPL,AAPL,223.05,220.09,76137400
2025-03-12,AAPL,AAPL,219.39,216.24,62547500
2025-03-13,AAPL,AAPL,215.21,208.97,61368300
2025-03-14,AAPL,AAPL,210.53,212.76,60107600
2025-03-17,AAPL,AAPL,212.58,213.27,48073400
2025-03-18,AAPL,AAPL,213.43,211.97,42432400
2025-03-19,AAPL,AAPL,213.49,214.51,54385400
2025-03-20,AAPL,AAPL,213.26,213.37,48862900
2025-03-21,AAPL,AAPL,210.84,217.53,94127800
2025-03-24,AAPL,AAPL,220.25,219.98,44299500
2025-03-25,AAPL,AAPL,220.02,222.99,34493600
2025-03-26,AAPL,AAPL,222.75,220.78,34466100
2025-03-27,AAPL,AAPL,220.64,223.09,37094800
2025-03-28,AAPL,AAPL,220.91,217.16,39818600
2025-03-31,AAPL,AAPL,216.27,221.37,65299300
2025-04-01,AAPL,AAPL,219.06,222.43,36412700
2025-04-02,AAPL,AAPL,220.57,223.13,35905900
2025-04-03,AAPL,AAPL,204.84,202.5,103419000
2025-04-04,AAPL,AAPL,193.23,187.74,125910900
2025-04-07,AAPL,AAPL,176.6,180.84,160466300
2025-04-08,AAPL,AAPL,186.06,171.83,120859500
2025-04-09,AAPL,AAPL,171.36,198.17,184395900
2025-04-10,AAPL,AAPL,188.43,189.77,121880000
2025-04-11,AAPL,AAPL,185.47,197.47,87435900
2025-04-14,AAPL,AAPL,210.72,201.83,101352900
2025-04-15,AAPL,AAPL,201.17,201.45,51343900
2025-04-16,AAPL,AAPL,197.68,193.61,59732400
2025-04-17,AAPL,AAPL,196.53,196.31,52164700
2025-04-21,AAPL,AAPL,192.61,192.5,46742500
2025-04-22,AAPL,AAPL,195.45,199.06,52976400
2025-04-23,AAPL,AAPL,205.3,203.9,52929200
2025-04-24,AAPL,AAPL,204.19,207.66,47311000
2025-04-25,AAPL,AAPL,205.67,208.57,38222300
2025-04-28,AAPL,AAPL,209.28,209.42,38743100
2025-04-29,AAPL,AAPL,207.98,210.49,36827600
2025-04-30,AAPL,AAPL,208.59,211.78,52286500
2025-05-01,AAPL,AAPL,208.37,212.59,57365700
2025-05-02,AAPL,AAPL,205.39,204.65,101010600
2025-05-05,AAPL,AAPL,202.41,198.21,69018500
2025-05-06,AAPL,AAPL,197.53,197.83,51216500
2025-05-07,AAPL,AAPL,198.49,195.58,68536700
2025-05-08,AAPL,AAPL,197.05,196.82,50478900
2025-05-09,AAPL,AAPL,198.32,197.85,36453900
2025-05-12,AAPL,AAPL,210.53,210.35,63775800
2025-05-13,AAPL,AAPL,209.99,212.48,51909300
2025-05-14,AAPL,AAPL,211.98,211.88,49325800
2025-05-15,AAPL,AAPL,210.51,211.01,45029500
2025-05-16,AAPL,AAPL,211.91,210.82,54737900
2025-05-19,AAPL,AAPL,207.47,208.34,46140500
2025-05-20,AAPL,AAPL,207.23,206.43,42496600
2025-05-21,AAPL,AAPL,204.74,201.67,59211800
2025-05-22,AAPL,AAPL,200.29,200.94,46742400
2025-05-23,AAPL,AAPL,193.26,194.86,78432900
2025-05-27,AAPL,AAPL,197.88,199.79,56288500
2025-05-28,AAPL,AAPL,200.17,200.0,45339700
2025-05-29,AAPL,AAPL,203.15,199.53,51396800
2025-05-30,AAPL,AAPL,198.95,200.43,70819900
2025-06-02,AAPL,AAPL,199.86,201.28,35423300
