date,asset_id,provider,esg_raw
2023-07-20,AAPL,demo,60.32
2023-07-20,MSFT,demo,78.12
2023-07-20,GOOGL,demo,71.9
2023-07-20,AMZN,demo,66.54
2023-07-20,TSLA,demo,55.72
2023-07-21,AAPL,demo,62.14
2023-07-21,MSFT,demo,78.54
2023-07-21,GOOGL,demo,71.43
2023-07-21,AMZN,demo,66.46
2023-07-21,TSLA,demo,53.89
2023-07-24,AAPL,demo,61.98
2023-07-24,MSFT,demo,78.31
2023-07-24,GOOGL,demo,71.53
2023-07-24,AMZN,demo,68.46
2023-07-24,TSLA,demo,55.84
2023-07-25,AAPL,demo,61.49
2023-07-25,MSFT,demo,78.84
2023-07-25,GOOGL,demo,73.33
2023-07-25,AMZN,demo,68.14
2023-07-25,TSLA,demo,54.37
2023-07-26,AAPL,demo,61.91
2023-07-26,MSFT,demo,78.26
2023-07-26,GOOGL,demo,71.59
2023-07-26,AMZN,demo,69.23
2023-07-26,TSLA,demo,54.39
2023-07-27,AAPL,demo,58.58
2023-07-27,MSFT,demo,78.87
2023-07-27,GOOGL,demo,71.56
2023-07-27,AMZN,demo,67.67
2023-07-27,TSLA,demo,55.13
2023-07-28,AAPL,demo,61.07
2023-07-28,MSFT,demo,78.74
2023-07-28,GOOGL,demo,69.94
2023-07-28,AMZN,demo,67.02
2023-07-28,TSLA,demo,56.08
2023-07-31,AAPL,demo,61.22
2023-07-31,MSFT,demo,76.85
2023-07-31,GOOGL,demo,70.89
2023-07-31,AMZN,demo,66.97
2023-07-31,TSLA,demo,54.78
2023-08-01,AAPL,demo,60.8
2023-08-01,MSFT,demo,77.86
2023-08-01,GOOGL,demo,71.96
2023-08-01,AMZN,demo,68.44
2023-08-01,TSLA,demo,54.42
2023-08-02,AAPL,demo,60.66
2023-08-02,MSFT,demo,78.1
2023-08-02,GOOGL,demo,72.3
2023-08-02,AMZN,demo,67.95
2023-08-02,TSLA,demo,55.45
2023-08-03,AAPL,demo,60.09
2023-08-03,MSFT,demo,77.75
2023-08-03,GOOGL,demo,72.73
2023-08-03,AMZN,demo,67.16
2023-08-03,TSLA,demo,56.06
2023-08-04,AAPL,demo,62.64
2023-08-04,MSFT,demo,79.91
2023-08-04,GOOGL,demo,71.08
2023-08-04,AMZN,demo,68.04
2023-08-04,TSLA,demo,54.19
2023-08-07,AAPL,demo,62.16
2023-08-07,MSFT,demo,80.23
2023-08-07,GOOGL,demo,72.83
2023-08-07,AMZN,demo,67.97
2023-08-07,TSLA,demo,54.32
2023-08-08,AAPL,demo,61.89
2023-08-08,MSFT,demo,77.3
2023-08-08,GOOGL,demo,72.5
2023-08-08,AMZN,demo,67.05
2023-08-08,TSLA,demo,55.3
2023-08-09,AAPL,demo,61.08
2023-08-09,MSFT,demo,78.13
2023-08-09,GOOGL,demo,71.07
2023-08-09,AMZN,demo,67.6
2023-08-09,TSLA,demo,55.24
2023-08-10,AAPL,demo,62.28
2023-08-10,MSFT,demo,79.05
2023-08-10,GOOGL,demo,73.32
2023-08-10,AMZN,demo,70.5
2023-08-10,TSLA,demo,54.36
2023-08-11,AAPL,demo,61.03
2023-08-11,MSFT,demo,77.08
2023-08-11,GOOGL,demo,73.15
2023-08-11,AMZN,demo,69.26
2023-08-11,TSLA,demo,53.81
2023-08-14,AAPL,demo,61.85
2023-08-14,MSFT,demo,79.74
2023-08-14,GOOGL,demo,72.19
2023-08-14,AMZN,demo,68.81
2023-08-14,TSLA,demo,54.86
2023-08-15,AAPL,demo,60.02
2023-08-15,MSFT,demo,79.57
2023-08-15,GOOGL,demo,73.28
2023-08-15,AMZN,demo,68.69
2023-08-15,TSLA,demo,53.73
2023-08-16,AAPL,demo,60.49
2023-08-16,MSFT,demo,77.39
2023-08-16,GOOGL,demo,72.73
2023-08-16,AMZN,demo,69.23
2023-08-16,TSLA,demo,55.11
2023-08-17,AAPL,demo,62.18
2023-08-17,MSFT,demo,77.65
2023-08-17,GOOGL,demo,72.11
2023-08-17,AMZN,demo,66.59
2023-08-17,TSLA,demo,53.91
2023-08-18,AAPL,demo,62.11
2023-08-18,MSFT,demo,78.28
2023-08-18,GOOGL,demo,73.17
2023-08-18,AMZN,demo,68.5
2023-08-18,TSLA,demo,57.41
2023-08-21,AAPL,demo,61.33
2023-08-21,MSFT,demo,77.12
2023-08-21,GOOGL,demo,71.93
2023-08-21,AMZN,demo,67.0
2023-08-21,TSLA,demo,55.66
2023-08-22,AAPL,demo,61.28
2023-08-22,MSFT,demo,78.38
2023-08-22,GOOGL,demo,71.84
2023-08-22,AMZN,demo,68.7
2023-08-22,TSLA,demo,54.23
2023-08-23,AAPL,demo,62.01
2023-08-23,MSFT,demo,79.57
2023-08-23,GOOGL,demo,71.62
2023-08-23,AMZN,demo,67.03
2023-08-23,TSLA,demo,54.17
2023-08-24,AAPL,demo,61.95
2023-08-24,MSFT,demo,78.61
2023-08-24,GOOGL,demo,72.59
2023-08-24,AMZN,demo,69.72
2023-08-24,TSLA,demo,54.91
2023-08-25,AAPL,demo,60.43
2023-08-25,MSFT,demo,79.58
2023-08-25,GOOGL,demo,72.01
2023-08-25,AMZN,demo,68.83
2023-08-25,TSLA,demo,55.75
2023-08-28,AAPL,demo,60.28
2023-08-28,MSFT,demo,79.9
2023-08-28,GOOGL,demo,72.86
2023-08-28,AMZN,demo,67.36
2023-08-28,TSLA,demo,54.99
2023-08-29,AAPL,demo,61.49
2023-08-29,MSFT,demo,78.55
2023-08-29,GOOGL,demo,72.83
2023-08-29,AMZN,demo,69.4
2023-08-29,TSLA,demo,54.69
2023-08-30,AAPL,demo,62.57
2023-08-30,MSFT,demo,79.51
2023-08-30,GOOGL,demo,72.19
2023-08-30,AMZN,demo,68.14
2023-08-30,TSLA,demo,53.53
2023-08-31,AAPL,demo,59.74
2023-08-31,MSFT,demo,78.69
2023-08-31,GOOGL,demo,71.1
2023-08-31,AMZN,demo,67.92
2023-08-31,TSLA,demo,54.15
2023-09-01,AAPL,demo,59.45
2023-09-01,MSFT,demo,78.88
2023-09-01,GOOGL,demo,71.55
2023-09-01,AMZN,demo,68.04
2023-09-01,TSLA,demo,53.79
2023-09-04,AAPL,demo,60.9
2023-09-04,MSFT,demo,80.08
2023-09-04,GOOGL,demo,72.09
2023-09-04,AMZN,demo,68.51
2023-09-04,TSLA,demo,53.41
2023-09-05,AAPL,demo,63.63
2023-09-05,MSFT,demo,80.36
2023-09-05,GOOGL,demo,73.32
2023-09-05,AMZN,demo,68.79
2023-09-05,TSLA,demo,54.7
2023-09-06,AAPL,demo,61.68
2023-09-06,MSFT,demo,79.57
2023-09-06,GOOGL,demo,71.33
2023-09-06,AMZN,demo,67.52
2023-09-06,TSLA,demo,53.01
2023-09-07,AAPL,demo,60.46
2023-09-07,MSFT,demo,80.18
2023-09-07,GOOGL,demo,71.63
2023-09-07,AMZN,demo,67.64
2023-09-07,TSLA,demo,55.0
2023-09-08,AAPL,demo,59.62
2023-09-08,MSFT,demo,79.47
2023-09-08,GOOGL,demo,73.23
2023-09-08,AMZN,demo,68.34
2023-09-08,TSLA,demo,56.33
2023-09-11,AAPL,demo,59.91
2023-09-11,MSFT,demo,80.37
2023-09-11,GOOGL,demo,71.23
2023-09-11,AMZN,demo,66.68
2023-09-11,TSLA,demo,54.44
2023-09-12,AAPL,demo,63.11
2023-09-12,MSFT,demo,78.5
2023-09-12,GOOGL,demo,71.03
2023-09-12,AMZN,demo,66.66
2023-09-12,TSLA,demo,54.58
2023-09-13,AAPL,demo,59.24
2023-09-13,MSFT,demo,77.22
2023-09-13,GOOGL,demo,73.5
2023-09-13,AMZN,demo,69.28
2023-09-13,TSLA,demo,54.55
2023-09-14,AAPL,demo,60.77
2023-09-14,MSFT,demo,78.58
2023-09-14,GOOGL,demo,74.31
2023-09-14,AMZN,demo,68.36
2023-09-14,TSLA,demo,55.59
2023-09-15,AAPL,demo,61.03
2023-09-15,MSFT,demo,78.58
2023-09-15,GOOGL,demo,72.61
2023-09-15,AMZN,demo,68.09
2023-09-15,TSLA,demo,52.78
2023-09-18,AAPL,demo,62.52
2023-09-18,MSFT,demo,77.91
2023-09-18,GOOGL,demo,74.07
2023-09-18,AMZN,demo,68.65
2023-09-18,TSLA,demo,54.75
2023-09-19,AAPL,demo,61.68
2023-09-19,MSFT,demo,78.41
2023-09-19,GOOGL,demo,71.47
2023-09-19,AMZN,demo,68.17
2023-09-19,TSLA,demo,55.57
2023-09-20,AAPL,demo,60.77
2023-09-20,MSFT,demo,77.9
2023-09-20,GOOGL,demo,71.6
2023-09-20,AMZN,demo,68.91
2023-09-20,TSLA,demo,56.13
2023-09-21,AAPL,demo,61.6
2023-09-21,MSFT,demo,79.1
2023-09-21,GOOGL,demo,71.33
2023-09-21,AMZN,demo,68.84
2023-09-21,TSLA,demo,55.23
2023-09-22,AAPL,demo,60.53
2023-09-22,MSFT,demo,76.73
2023-09-22,GOOGL,demo,70.74
2023-09-22,AMZN,demo,67.29
2023-09-22,TSLA,demo,55.84
2023-09-25,AAPL,demo,62.79
2023-09-25,MSFT,demo,78.08
2023-09-25,GOOGL,demo,71.55
2023-09-25,AMZN,demo,68.22
2023-09-25,TSLA,demo,54.69
2023-09-26,AAPL,demo,62.17
2023-09-26,MSFT,demo,78.0
2023-09-26,GOOGL,demo,72.91
2023-09-26,AMZN,demo,67.72
2023-09-26,TSLA,demo,55.53
2023-09-27,AAPL,demo,60.97
2023-09-27,MSFT,demo,77.91
2023-09-27,GOOGL,demo,73.87
2023-09-27,AMZN,demo,69.02
2023-09-27,TSLA,demo,52.89
2023-09-28,AAPL,demo,60.79
2023-09-28,MSFT,demo,79.73
2023-09-28,GOOGL,demo,70.76
2023-09-28,AMZN,demo,68.73
2023-09-28,TSLA,demo,55.35
2023-09-29,AAPL,demo,60.54
2023-09-29,MSFT,demo,78.51
2023-09-29,GOOGL,demo,69.87
2023-09-29,AMZN,demo,69.73
2023-09-29,TSLA,demo,54.37
2023-10-02,AAPL,demo,62.04
2023-10-02,MSFT,demo,79.14
2023-10-02,GOOGL,demo,73.32
2023-10-02,AMZN,demo,67.53
2023-10-02,TSLA,demo,54.88
2023-10-03,AAPL,demo,61.8
2023-10-03,MSFT,demo,79.39
2023-10-03,GOOGL,demo,73.11
2023-10-03,AMZN,demo,67.48
2023-10-03,TSLA,demo,54.02
2023-10-04,AAPL,demo,62.6
2023-10-04,MSFT,demo,76.48
2023-10-04,GOOGL,demo,73.53
2023-10-04,AMZN,demo,67.66
2023-10-04,TSLA,demo,54.68
2023-10-05,AAPL,demo,60.55
2023-10-05,MSFT,demo,78.47
2023-10-05,GOOGL,demo,73.23
2023-10-05,AMZN,demo,68.73
2023-10-05,TSLA,demo,55.17
2023-10-06,AAPL,demo,61.33
2023-10-06,MSFT,demo,77.08
2023-10-06,GOOGL,demo,71.12
2023-10-06,AMZN,demo,67.62
2023-10-06,TSLA,demo,55.14
2023-10-09,AAPL,demo,61.31
2023-10-09,MSFT,demo,79.5
2023-10-09,GOOGL,demo,72.43
2023-10-09,AMZN,demo,68.01
2023-10-09,TSLA,demo,56.96
2023-10-10,AAPL,demo,61.64
2023-10-10,MSFT,demo,78.09
2023-10-10,GOOGL,demo,73.82
2023-10-10,AMZN,demo,69.16
2023-10-10,TSLA,demo,56.5
2023-10-11,AAPL,demo,61.13
2023-10-11,MSFT,demo,79.5
2023-10-11,GOOGL,demo,70.51
2023-10-11,AMZN,demo,68.74
2023-10-11,TSLA,demo,54.52
2023-10-12,AAPL,demo,59.88
2023-10-12,MSFT,demo,79.55
2023-10-12,GOOGL,demo,70.15
2023-10-12,AMZN,demo,66.05
2023-10-12,TSLA,demo,55.04
2023-10-13,AAPL,demo,61.81
2023-10-13,MSFT,demo,79.49
2023-10-13,GOOGL,demo,72.7
2023-10-13,AMZN,demo,69.44
2023-10-13,TSLA,demo,55.38
2023-10-16,AAPL,demo,61.1
2023-10-16,MSFT,demo,78.45
2023-10-16,GOOGL,demo,71.68
2023-10-16,AMZN,demo,68.26
2023-10-16,TSLA,demo,53.58
2023-10-17,AAPL,demo,61.58
2023-10-17,MSFT,demo,78.44
2023-10-17,GOOGL,demo,72.24
2023-10-17,AMZN,demo,68.24
2023-10-17,TSLA,demo,52.23
2023-10-18,AAPL,demo,60.33
2023-10-18,MSFT,demo,78.41
2023-10-18,GOOGL,demo,71.9
2023-10-18,AMZN,demo,68.22
2023-10-18,TSLA,demo,54.98
2023-10-19,AAPL,demo,62.75
2023-10-19,MSFT,demo,78.83
2023-10-19,GOOGL,demo,71.65
2023-10-19,AMZN,demo,66.36
2023-10-19,TSLA,demo,53.31
2023-10-20,AAPL,demo,61.77
2023-10-20,MSFT,demo,79.58
2023-10-20,GOOGL,demo,73.5
2023-10-20,AMZN,demo,67.13
2023-10-20,TSLA,demo,54.38
2023-10-23,AAPL,demo,61.48
2023-10-23,MSFT,demo,80.57
2023-10-23,GOOGL,demo,72.07
2023-10-23,AMZN,demo,69.51
2023-10-23,TSLA,demo,54.85
2023-10-24,AAPL,demo,62.39
2023-10-24,MSFT,demo,79.55
2023-10-24,GOOGL,demo,72.13
2023-10-24,AMZN,demo,66.94
2023-10-24,TSLA,demo,54.41
2023-10-25,AAPL,demo,62.73
2023-10-25,MSFT,demo,79.4
2023-10-25,GOOGL,demo,71.53
2023-10-25,AMZN,demo,67.62
2023-10-25,TSLA,demo,52.95
2023-10-26,AAPL,demo,62.68
2023-10-26,MSFT,demo,79.41
2023-10-26,GOOGL,demo,71.82
2023-10-26,AMZN,demo,68.16
2023-10-26,TSLA,demo,52.51
2023-10-27,AAPL,demo,60.75
2023-10-27,MSFT,demo,79.86
2023-10-27,GOOGL,demo,72.94
2023-10-27,AMZN,demo,68.29
2023-10-27,TSLA,demo,54.67
2023-10-30,AAPL,demo,62.03
2023-10-30,MSFT,demo,78.24
2023-10-30,GOOGL,demo,70.3
2023-10-30,AMZN,demo,67.95
2023-10-30,TSLA,demo,55.08
2023-10-31,AAPL,demo,62.36
2023-10-31,MSFT,demo,77.08
2023-10-31,GOOGL,demo,71.84
2023-10-31,AMZN,demo,67.88
2023-10-31,TSLA,demo,53.58
2023-11-01,AAPL,demo,61.72
2023-11-01,MSFT,demo,79.27
2023-11-01,GOOGL,demo,71.67
2023-11-01,AMZN,demo,70.01
2023-11-01,TSLA,demo,54.36
2023-11-02,AAPL,demo,60.79
2023-11-02,MSFT,demo,78.05
2023-11-02,GOOGL,demo,71.14
2023-11-02,AMZN,demo,67.4
2023-11-02,TSLA,demo,53.25
2023-11-03,AAPL,demo,61.04
2023-11-03,MSFT,demo,78.58
2023-11-03,GOOGL,demo,69.68
2023-11-03,AMZN,demo,67.86
2023-11-03,TSLA,demo,54.72
2023-11-06,AAPL,demo,61.75
2023-11-06,MSFT,demo,79.73
2023-11-06,GOOGL,demo,72.81
2023-11-06,AMZN,demo,67.34
2023-11-06,TSLA,demo,53.94
2023-11-07,AAPL,demo,61.82
2023-11-07,MSFT,demo,77.97
2023-11-07,GOOGL,demo,70.73
2023-11-07,AMZN,demo,70.33
2023-11-07,TSLA,demo,54.37
2023-11-08,AAPL,demo,60.61
2023-11-08,MSFT,demo,76.33
2023-11-08,GOOGL,demo,72.81
2023-11-08,AMZN,demo,66.97
2023-11-08,TSLA,demo,54.71
2023-11-09,AAPL,demo,62.2
2023-11-09,MSFT,demo,77.55
2023-11-09,GOOGL,demo,72.04
2023-11-09,AMZN,demo,69.48
2023-11-09,TSLA,demo,52.22
2023-11-10,AAPL,demo,60.43
2023-11-10,MSFT,demo,77.62
2023-11-10,GOOGL,demo,71.77
2023-11-10,AMZN,demo,67.91
2023-11-10,TSLA,demo,53.62
2023-11-13,AAPL,demo,60.58
2023-11-13,MSFT,demo,77.75
2023-11-13,GOOGL,demo,71.61
2023-11-13,AMZN,demo,68.18
2023-11-13,TSLA,demo,55.59
2023-11-14,AAPL,demo,62.29
2023-11-14,MSFT,demo,79.18
2023-11-14,GOOGL,demo,71.09
2023-11-14,AMZN,demo,67.96
2023-11-14,TSLA,demo,57.05
2023-11-15,AAPL,demo,62.25
2023-11-15,MSFT,demo,78.08
2023-11-15,GOOGL,demo,73.54
2023-11-15,AMZN,demo,67.57
2023-11-15,TSLA,demo,54.01
2023-11-16,AAPL,demo,62.63
2023-11-16,MSFT,demo,77.21
2023-11-16,GOOGL,demo,70.05
2023-11-16,AMZN,demo,68.9
2023-11-16,TSLA,demo,54.71
2023-11-17,AAPL,demo,61.36
2023-11-17,MSFT,demo,78.16
2023-11-17,GOOGL,demo,71.72
2023-11-17,AMZN,demo,67.5
2023-11-17,TSLA,demo,54.05
2023-11-20,AAPL,demo,60.85
2023-11-20,MSFT,demo,78.11
2023-11-20,GOOGL,demo,71.13
2023-11-20,AMZN,demo,67.41
2023-11-20,TSLA,demo,52.18
2023-11-21,AAPL,demo,61.92
2023-11-21,MSFT,demo,78.91
2023-11-21,GOOGL,demo,71.87
2023-11-21,AMZN,demo,68.2
2023-11-21,TSLA,demo,54.95
2023-11-22,AAPL,demo,60.51
2023-11-22,MSFT,demo,77.99
2023-11-22,GOOGL,demo,72.49
2023-11-22,AMZN,demo,68.17
2023-11-22,TSLA,demo,56.72
2023-11-23,AAPL,demo,62.86
2023-11-23,MSFT,demo,79.45
2023-11-23,GOOGL,demo,71.2
2023-11-23,AMZN,demo,67.4
2023-11-23,TSLA,demo,53.68
2023-11-24,AAPL,demo,61.52
2023-11-24,MSFT,demo,75.78
2023-11-24,GOOGL,demo,71.5
2023-11-24,AMZN,demo,67.65
2023-11-24,TSLA,demo,53.16
2023-11-27,AAPL,demo,62.03
2023-11-27,MSFT,demo,77.38
2023-11-27,GOOGL,demo,72.23
2023-11-27,AMZN,demo,70.74
2023-11-27,TSLA,demo,53.07
2023-11-28,AAPL,demo,61.09
2023-11-28,MSFT,demo,78.11
2023-11-28,GOOGL,demo,71.36
2023-11-28,AMZN,demo,68.72
2023-11-28,TSLA,demo,55.79
2023-11-29,AAPL,demo,62.01
2023-11-29,MSFT,demo,77.8
2023-11-29,GOOGL,demo,74.39
2023-11-29,AMZN,demo,66.19
2023-11-29,TSLA,demo,53.65
2023-11-30,AAPL,demo,61.41
2023-11-30,MSFT,demo,78.61
2023-11-30,GOOGL,demo,72.45
2023-11-30,AMZN,demo,69.54
2023-11-30,TSLA,demo,54.56
2023-12-01,AAPL,demo,61.35
2023-12-01,MSFT,demo,77.93
2023-12-01,GOOGL,demo,72.55
2023-12-01,AMZN,demo,67.64
2023-12-01,TSLA,demo,54.36
2023-12-04,AAPL,demo,61.78
2023-12-04,MSFT,demo,79.56
2023-12-04,GOOGL,demo,69.75
2023-12-04,AMZN,demo,68.32
2023-12-04,TSLA,demo,54.41
2023-12-05,AAPL,demo,62.18
2023-12-05,MSFT,demo,78.27
2023-12-05,GOOGL,demo,73.26
2023-12-05,AMZN,demo,67.28
2023-12-05,TSLA,demo,52.45
2023-12-06,AAPL,demo,62.29
2023-12-06,MSFT,demo,77.68
2023-12-06,GOOGL,demo,70.38
2023-12-06,AMZN,demo,67.98
2023-12-06,TSLA,demo,54.44
2023-12-07,AAPL,demo,62.06
2023-12-07,MSFT,demo,79.41
2023-12-07,GOOGL,demo,72.06
2023-12-07,AMZN,demo,67.07
2023-12-07,TSLA,demo,54.97
2023-12-08,AAPL,demo,61.4
2023-12-08,MSFT,demo,79.09
2023-12-08,GOOGL,demo,71.09
2023-12-08,AMZN,demo,67.56
2023-12-08,TSLA,demo,55.19
2023-12-11,AAPL,demo,62.48
2023-12-11,MSFT,demo,79.49
2023-12-11,GOOGL,demo,72.04
2023-12-11,AMZN,demo,67.47
2023-12-11,TSLA,demo,55.08
2023-12-12,AAPL,demo,60.14
2023-12-12,MSFT,demo,77.7
2023-12-12,GOOGL,demo,73.47
2023-12-12,AMZN,demo,68.36
2023-12-12,TSLA,demo,54.33
2023-12-13,AAPL,demo,62.07
2023-12-13,MSFT,demo,79.81
2023-12-13,GOOGL,demo,71.52
2023-12-13,AMZN,demo,67.53
2023-12-13,TSLA,demo,54.13
2023-12-14,AAPL,demo,62.2
2023-12-14,MSFT,demo,79.49
2023-12-14,GOOGL,demo,73.35
2023-12-14,AMZN,demo,68.97
2023-12-14,TSLA,demo,53.05
2023-12-15,AAPL,demo,61.52
2023-12-15,MSFT,demo,77.46
2023-12-15,GOOGL,demo,71.45
2023-12-15,AMZN,demo,68.13
2023-12-15,TSLA,demo,55.52
2023-12-18,AAPL,demo,60.35
2023-12-18,MSFT,demo,76.2
2023-12-18,GOOGL,demo,72.14
2023-12-18,AMZN,demo,70.6
2023-12-18,TSLA,demo,54.48
2023-12-19,AAPL,demo,61.28
2023-12-19,MSFT,demo,80.3
2023-12-19,GOOGL,demo,72.55
2023-12-19,AMZN,demo,68.18
2023-12-19,TSLA,demo,55.12
2023-12-20,AAPL,demo,61.49
2023-12-20,MSFT,demo,77.38
2023-12-20,GOOGL,demo,70.62
2023-12-20,AMZN,demo,69.85
2023-12-20,TSLA,demo,54.86
2023-12-21,AAPL,demo,61.34
2023-12-21,MSFT,demo,78.43
2023-12-21,GOOGL,demo,72.74
2023-12-21,AMZN,demo,70.5
2023-12-21,TSLA,demo,55.2
2023-12-22,AAPL,demo,60.65
2023-12-22,MSFT,demo,78.39
2023-12-22,GOOGL,demo,73.03
2023-12-22,AMZN,demo,67.38
2023-12-22,TSLA,demo,55.53
2023-12-25,AAPL,demo,58.92
2023-12-25,MSFT,demo,78.29
2023-12-25,GOOGL,demo,72.59
2023-12-25,AMZN,demo,69.23
2023-12-25,TSLA,demo,53.86
2023-12-26,AAPL,demo,59.73
2023-12-26,MSFT,demo,78.26
2023-12-26,GOOGL,demo,70.83
2023-12-26,AMZN,demo,67.81
2023-12-26,TSLA,demo,54.67
2023-12-27,AAPL,demo,59.92
2023-12-27,MSFT,demo,79.33
2023-12-27,GOOGL,demo,71.8
2023-12-27,AMZN,demo,69.04
2023-12-27,TSLA,demo,52.84
2023-12-28,AAPL,demo,60.22
2023-12-28,MSFT,demo,79.04
2023-12-28,GOOGL,demo,71.16
2023-12-28,AMZN,demo,67.8
2023-12-28,TSLA,demo,54.68
2023-12-29,AAPL,demo,61.39
2023-12-29,MSFT,demo,77.84
2023-12-29,GOOGL,demo,72.11
2023-12-29,AMZN,demo,67.18
2023-12-29,TSLA,demo,55.35
2024-01-01,AAPL,demo,61.12
2024-01-01,MSFT,demo,78.68
2024-01-01,GOOGL,demo,74.53
2024-01-01,AMZN,demo,66.85
2024-01-01,TSLA,demo,56.07
2024-01-02,AAPL,demo,58.58
2024-01-02,MSFT,demo,76.44
2024-01-02,GOOGL,demo,70.72
2024-01-02,AMZN,demo,66.78
2024-01-02,TSLA,demo,54.88
2024-01-03,AAPL,demo,61.53
2024-01-03,MSFT,demo,78.27
2024-01-03,GOOGL,demo,71.81
2024-01-03,AMZN,demo,68.49
2024-01-03,TSLA,demo,55.51
2024-01-04,AAPL,demo,59.91
2024-01-04,MSFT,demo,78.16
2024-01-04,GOOGL,demo,71.89
2024-01-04,AMZN,demo,68.45
2024-01-04,TSLA,demo,53.91
2024-01-05,AAPL,demo,61.15
2024-01-05,MSFT,demo,78.55
2024-01-05,GOOGL,demo,71.26
2024-01-05,AMZN,demo,67.23
2024-01-05,TSLA,demo,54.78
2024-01-08,AAPL,demo,61.11
2024-01-08,MSFT,demo,79.02
2024-01-08,GOOGL,demo,70.91
2024-01-08,AMZN,demo,67.61
2024-01-08,TSLA,demo,54.45
2024-01-09,AAPL,demo,62.05
2024-01-09,MSFT,demo,77.58
2024-01-09,GOOGL,demo,72.19
2024-01-09,AMZN,demo,68.21
2024-01-09,TSLA,demo,56.33
2024-01-10,AAPL,demo,60.23
2024-01-10,MSFT,demo,77.86
2024-01-10,GOOGL,demo,71.02
2024-01-10,AMZN,demo,66.29
2024-01-10,TSLA,demo,56.45
2024-01-11,AAPL,demo,59.99
2024-01-11,MSFT,demo,77.71
2024-01-11,GOOGL,demo,73.28
2024-01-11,AMZN,demo,66.21
2024-01-11,TSLA,demo,55.44
2024-01-12,AAPL,demo,59.82
2024-01-12,MSFT,demo,79.77
2024-01-12,GOOGL,demo,69.79
2024-01-12,AMZN,demo,66.21
2024-01-12,TSLA,demo,54.14
2024-01-15,AAPL,demo,62.21
2024-01-15,MSFT,demo,78.49
2024-01-15,GOOGL,demo,71.62
2024-01-15,AMZN,demo,69.31
2024-01-15,TSLA,demo,56.84
2024-01-16,AAPL,demo,61.91
2024-01-16,MSFT,demo,77.9
2024-01-16,GOOGL,demo,71.54
2024-01-16,AMZN,demo,66.67
2024-01-16,TSLA,demo,54.78
2024-01-17,AAPL,demo,59.61
2024-01-17,MSFT,demo,79.07
2024-01-17,GOOGL,demo,73.97
2024-01-17,AMZN,demo,68.68
2024-01-17,TSLA,demo,54.21
2024-01-18,AAPL,demo,61.76
2024-01-18,MSFT,demo,80.14
2024-01-18,GOOGL,demo,73.53
2024-01-18,AMZN,demo,66.96
2024-01-18,TSLA,demo,55.19
2024-01-19,AAPL,demo,61.08
2024-01-19,MSFT,demo,79.33
2024-01-19,GOOGL,demo,72.34
2024-01-19,AMZN,demo,65.59
2024-01-19,TSLA,demo,54.33
2024-01-22,AAPL,demo,61.43
2024-01-22,MSFT,demo,77.09
